Nike Global Manufacturing Data Export - Filters applied: ((none)),,,,,,,,,,,,,,,,,,
Factory Name,Product Type,"Nike, Inc. Brand(s)",Events,Address,City,State,Postal Code,Country,Operating Region,Total Workers,Line Workers,% Female Workers,% Migrant Workers,Contact Name,Contact Phone,Contact Fax,Contact Email,Subcons
DASS NORDESTE CAL茿DOS E ARTIGOS ESPORTIVOS LTDA,Footwear,"Nike, Umbro",,"RUA JULIO HAUSER, 1640 - BAIRRO 7 DE SETEMBRO",IVOTI,RS,93900-000,Brazil,Emerging Markets,396,341,55,0,,,,,
DASS NORDESTE CAL茿DOS E ARTIGOS ESPORTIVOS LTDA.,Footwear,"Nike, Umbro",,"RUA PROFESSORA MARIA LIA CELIA VELLAME, S/N",SANTO ESTEV肙,BAHIA,44190-000,Brazil,Emerging Markets,3301,2960,49,0,,,,,
DASS NORDESTE CAL茿DOS E ARTIGOS ESPORTIVOS LTDA.,Footwear,"Nike, Umbro",,"AV. JURACY MAGALH肊S, 5100",VITORIA DA CONQUISTA,BAHIA,45023-490,Brazil,Emerging Markets,1354,1191,43,0,,,,,
DASS SUL S.A CAL茿DOS E ARTIGOS ESPORTIVOS - VENANCIO AIRES,Footwear,"Nike, Umbro",,"RUA OTTMMAR BENNO SCHULTZ, 3700",VENANCIO AIRES,RIO GRAND DO SUL,95800-000,Brazil,Emerging Markets,237,185,78,0,,,,,
DASS SUL S/A CAL茿DOS E ARTIGOS ESPORTIVOS,Apparel,"Nike, Umbro",,"MARCILIO DIAS, 10",SAUDADES,SC,89868-000,Brazil,Emerging Markets,506,201,59,0.5,,,,,
TEXTILES  PANTER LTDA,Equipment,"Nike, Umbro",,"LOS ACACIOS 1594, COMUNA RENCA",SANTIAGO,SANTIAGO,0,Chile,Emerging Markets,134,71,37,11.3,,,,,
ANHUI KING SPORTS GOODS CO LTD,Equipment,"Nike, Umbro",,"NO.905,MEIYE ROAD ,JIANGDIAN TOWN,JINZHAI COUNTY",LUAN,ANHUI,237321,China,Greater China,800,650,90,3.8,,,,,
DIANSHANHU SILK KNITTING MILL,Apparel,"Nike, Umbro",,"NO.208 SHANGZHOU ROAD . JING ZE TOWN, QINGPU",SHANGHAI,SHANGHAI,201719,China,Greater China,400,350,75,0,,,,,
"DONGGUAN PARK SPORT PRODUCTS CO. ,LTD",Equipment,"Nike, Umbro",,"NO.42, HUAN-SHI S. ROAD, TANGXIA",DONGGUAN,GUANGDONG,523726,China,Greater China,891,533,73,166.6,,,,,
FORMOSA LUGGAGE MANUFACTURING CO.LTD.,Equipment,"Nike, Umbro",,"HONGMING ROAD, HUSHAN VILLAGE",HUIZHOU,GUANGDONG,516127,China,Greater China,1650,1450,40,0,,,,,
"FUJIAN FUTIAN GARMENTS CO., LTD.",Apparel,"Nike, Umbro",,"NO.3, JINPUZHI ROAD, GAISHAN TOWN, CHANGSHAN",FUZHOU,FUJIAN,353000,China,Greater China,932,782,57,0,,,,,
FUJIAN SUNSHINE FOOTWEAR CO. LTD.,Footwear,"Nike, Umbro",,"SHUANGYANG TOWN, LUOJIANG DISTRICT",QUANZHOU,FUJIAN,362012,China,Greater China,2002,1956,53,0,,,,,
"GUANG YANG SPORTING CO., LTD",Equipment,"Nike, Umbro",,"SHAN-TANG INDUSTRIAL ZONE, DIDI VILLAGE, SHAN-TANG TOWN, QING XIN COUNTY",QING YUAN,GUANGDONG,511800,China,Greater China,1550,1413,74,0,,,,,
JIAXING QUANG VIET GARMENT CO. LTD.,Apparel,"Nike, Umbro",,PINGXINGXIAN TONGXINDUAN 318 XINDAI TOWN,PING HU,ZHEJIANG,314211,China,Greater China,2130,30,65,20,,,,,
"KING EAGLE (SHANTOU) GARMENTS CO.,LTD ",Apparel,"Nike, Umbro",,"TOWER K4, LONGHU INDUSTRIAL AREA, NO.16 DA NAN SHAN ROAD",SHANTOU,GUANGDONG,,China,Greater China,850,800,60,0,,,,,
"NANAN NAN FENG TEXTILES CO., LTD (SOUTH ASIA KNITTERS)",Apparel,"Nike, Umbro",College,67-91 FUGUAN MID RD,QUANZHOU,FUJIAN,362341,China,Greater China,1280,1000,77,0,TACK CHIN LAM,86-595-8683-8899,86-595-8688-2288,Tclam@southasiagroup.com,
"NINGBO HOPE TIME ENTERPRISE CO.,LTD",Apparel,"Nike, Umbro",College,"NO.148 HUIQUAN ROAD,GAOXIN TECHNOLOGY DEVELOPMENT AREA, FENGHUA CITY",NINGBO,ZHEJIANG,315500,China,Greater China,230,200,75,0,SONG NIAN HE,0574-88951113,0574-88951112 ,james@hopetime.com.cn,
PEGASUS FOOTWEAR CO. LTD.,Footwear,"Nike, Umbro",,"JIUBI VILLAGE, LAN HE TOWN, PANYU DISTRICT",GUANGZHOU,GUANGDONG,511473,China,Greater China,4634,3767,69,98.4,,,,,
TOP BALL-- KUAN HO,Equipment,"Nike, Umbro",,1ST INDUSTRIAL PARK,DONGGUAN,GUANGDONG,523920,China,Greater China,5800,5500,51,0,,,,,
"WANG FAT BAGS (HUI ZHOU) CO., LTD.",Equipment,"Nike, Umbro",,HUA BIAN LING INDUSTRIAL ZONE XIN XU TOWN HUI YANG DISTRICT,HUI ZHOU,GUANGDONG,516223,China,Greater China,650,300,80,0,,,,,
"WHAMPOA GARMENT MFG (GUANGZHOU) CO., LTD.",Apparel,"Nike, Umbro",College,"ZHU SHAN, SHI JI TOWN, PAN YU",GUANGZHOU,GUANGDONG,511450,China,Greater China,1380,1282,70,93.1,S. C. LAU,8620-84647806 ,(8620)84642211,sclau@wgm.com.hk,
"XIAMEN PULSA SPORTING GOODS CO., LTD",Equipment,"Nike, Umbro",College,"NO.33,XINGLIN N.ROAD, JIMEI DISTRICT",XIAMEN,FUJIAN,361022,China,Greater China,1286,1106,79,102.6,DOLLY LU,86-592-6228056,86-592-6075097,dolly.lu@yeginsports.com,
"YEGIN INDUSTRY (ZHANGZHOU) CO., LTD",Equipment,"Nike, Umbro",,"HAICHENG TOWN, LONGHAI COUNTY",ZHANGZHOU CITY,FUJIAN,363102,China,Greater China,300,230,80,21.7,,,,,
"YUMEI (SHANTOU) GARMENTS CO., LTD.",Apparel,"Nike, Umbro",,NO.48 HENG SHAN RD,SHANTOU,GUANGDONG,515041,China,Greater China,1200,1100,70,0,,,,,
"ZHEJIANG HENGTOU SOCKS CO., LTD",Apparel,"Nike, Umbro",,EAST CAOZHI ROAD,"CAOTA TOWN, ZHUJI",ZHEJIANG,311812,China,Greater China,73,57,52,0,,,,,
FIBRAN CIA. LTDA.,Apparel,"Nike, Umbro",,PANAMERICANA NORTE KM 5 1/2,QUITO,PICHINCHA,,Ecuador,Emerging Markets,611,533,77,0.6,,,,,
"HB SPORTS - NEW HOLLAND LINGERIE DE HONDURAS, S.A.",Apparel,"Nike, Umbro",,"27 CALLE 1 Y 3 AVENIDA, BARRIO LA PAZ",SAN PEDRO SULA,CORTES,CA,Honduras,Emerging Markets,2211,1977,65,0.6,,,,,
PT MORICH INDO FASHION,Apparel,"Nike, Umbro",,"JL.RAYA KARANGJATI KM25, DESA GEMBONGAN-BERGAS",SEMARANG,CENTRAL JAVA,50552,Indonesia,Emerging Markets,1726,1110,81,0.2,,,,,
PT TUNTEX GARMENT INDONESIA-CKP,Apparel,"Nike, Umbro",,JL. RAYA SERANG KM 18.8,TANGERANG,BANTEN,15710,Indonesia,Emerging Markets,3189,2255,95,0,,,,,
DELTA SOCKS LTD.,Equipment,"Nike, Umbro",,INDUSTRIAL ZONE,KARMIEL,KARMIEL,20100,Israel,Central and Eastern Europe,120,100,70,0,,,,,
SILVER STAR - GLOTIAN,Equipment,"Nike, Umbro",,GHALOTIAN KALAN,DASKA,PUNJAB,51010,Pakistan,Emerging Markets,270,255,0,0,,,,,
SILVER STAR ENTERPRISES PRIVATE LIMITED,Equipment,"Nike, Umbro",,19-KM SILVER STAR CAMPUS DASKA ROAD,SIALKOT,PANJAB,51310,Pakistan,Emerging Markets,1837,1701,0,0,,,,,
SUBLIME,Equipment,"Nike, Umbro",,SUBLIME SOCCER VILLAGE,SIALKOT,PUNJAB,51310,Pakistan,Emerging Markets,201,0,0,0,,,,,
CEYLON KNIT TREND (PVT) LTD.,Apparel,"Nike, Umbro",,# 55,MAHARAGAMA,WESTERN,10280,Sri Lanka,Emerging Markets,958,583,82,0,,,,,
MAS ACTIVE (PVT) LTD - CONTOURLINE DIVISION,Apparel,"Nike, Umbro",,"KANDY INDUSTRIAL PARK , BOI",KANDY,CENTRAL PROVINCE,20000,Sri Lanka,Emerging Markets,1439,976,73,0,,,,,
MAS ACTIVE (PVT.) LTD - SYNERGY,Apparel,"Nike, Umbro",,"A3, SEETHAWAKA EXPORT PROCESSING ZONE",AVISSAWELLA,WESTERN,10700,Sri Lanka,Emerging Markets,1721,1182,75,0,,,,,
ELTA COMPANY LIMITED,Apparel,"Nike, Umbro",,511 LADKRABANG ROAD,BANGKOK,BANGKOK,10520,Thailand,Emerging Markets,230,180,74,0,,,,,
"HI TECH APPAREL CO LTD, BRANCH 70",Apparel,"Nike, Umbro",,5/18 SOI SUKSAWAT 70 SOI 5 MOO 12 TUMBON BANGKRU AMPHER PRAPRADANG,BANGKRU,SAMUTPRAKARN,10130,Thailand,Emerging Markets,757,407,50,24.6,,,,,
HI-TECH APPAREL CO. LTD.(SOI91),Apparel,"Nike, Umbro",,"328 PRACHAUTTI ROAD, BANGMOD THUNGKOC",BANGKOK,BANGKOK,10140,Thailand,Emerging Markets,1111,835,62,0,,,,,
HONG SENG KNITTING COMPANY LIMITED.,Apparel,"Nike, Umbro",,"287,289  SUKSAWAD 30, SUKSAWAD ROAD, BANGPAKOK",RATHJABURANA,BANGKOK,10140,Thailand,Emerging Markets,1320,1056,75,0,,,,,
AYTEMIZLER TEKSTIL,Apparel,"Nike, Umbro",,SINCAN SANAYI SITESI 3. CADDE 31. SOKAK NO: 14 SINCAN,ANKARA,,6060,Turkey,Central and Eastern Europe,150,65,56,0,,,,,
FREETREND VN INDUSTRIAL CO.LTD.,Footwear,"Nike, Umbro",College,"SAIGON LINH TRUNG EXPORT PROCESSING ZONE, THU DUC",HO CHI MINH,,84-083,Vietnam,Emerging Markets,13074,12175,87,0,JAMES HUANG,848 - 39875025 ,848 - 3974987 ,rody.chiu@freetrend.com.vn,
"QUANG VIET ENTERPRISE CO., LTD",Apparel,"Nike, Umbro",,"UNIT 2 , CU CHI TOWN",HO CHI MINH,HO CHI MINH,0,Vietnam,Emerging Markets,5477,5212,94,0,,,,,
QINGDAO CHERRY LEATHER GARMENTS CO,Apparel,"Nike, Umbro, Cole Haan",,NO.11 HUANGHE ZHONG ROAD XINJIEKOU,QINGDAO,SHANDONG,266510,China,Greater China,389,368,60,0,,,,,
C S ALLIANCE INTERNATIONAL COMPANY LIMITED,Equipment,"Nike, Umbro, Converse",,"SHENWAN VILLAGE, BUNFU TOWN",ZHONGSAN,GUANGDONG,523160,China,Greater China,409,259,70,115.8,,,,,
FAR EASTERN APPARAL (SUZHOU) LTD. CO,Apparel,"Nike, Umbro, Converse",College,#88 TIANLING ROAD WUZHONG DEVELOPMENT DISTRICT,SUZHOU,JIANGSU,215128,China,Greater China,2216,1696,90,89.8,JIANLIN WANG,0512-65621888-1516,,jianling.wang@feg.cn,
NINGBO BELL GARMENT INDUSTRIAL CO. LTD,Apparel,"Nike, Umbro, Converse",,"NO 422, JIANGHU ROAD, JIANGBEI INVESTMENT ZONE C",NINGBO,ZHEJIANG,315033,China,Greater China,280,150,65,0,,,,,
"NINGBO SHENZHOU KNITTIN CO.,LTD (QINGJIN FACTORY) SEWING DEPT. 4",Apparel,"Nike, Umbro, Converse",,"NINGBO PORT SONGHUAJIANG ROAD, DAGANG INDUSTRIAL ZONE NO. 51 ROAD",NINGBO,ZHEJIANG,315800,China,Greater China,2100,1980,80,0,,,,,
"WELLPOWER SPORTING GOODS CO., LTD.",Equipment,"Nike, Umbro, Converse",,"KENGKOU INDUSTRIAL ZONE, LIAOBU TOWN",DONGGUAN,GUANGDONG,523425,China,Greater China,2404,1903,74,108.9,,,,,
"ZHANGPU HENGXIN BAGS CO., LTD",Equipment,"Nike, Umbro, Converse",,"CHANG QIAO TOWN, ZHANGPU, ZHANGZHOU CITY, FUJIAN PROVINCE",ZHANGZHOU CITY,FUJIAN,,China,Greater China,295,295,95,0,,,,,
"ZHONGSHAN WEI LI TEXTILE CO.,LTD.",Equipment,"Nike, Umbro, Converse",,"THE SECOND IND.AREA, SANXIANG TOWN",ZHONGSHAN,GUANGDONG,528463,China,Greater China,3200,2500,75,0,,,,,
GELAL CORAP SAN. VE TIC. A.S.,Equipment,"Nike, Umbro, Converse",,AK茿BURGAZ MAH.117.SOK.NO:2 ESENYURT,ISTANBUL,,34500,Turkey,Central and Eastern Europe,1004,926,59,0,,,,,
GUANG DER CORPORATION LTD (SUMMITOP INDUSTRIAL),Equipment,"Nike, Umbro, Converse, Hurley",College,HUNAN INDUSTRIAL ZONE,DONGGUAN,GUANGDONG,523405,China,Greater China,2700,2300,55,0,"XIN HONG, TONY CHENG",86-769-8328-3991/2 ext 311,86-769-8321-7004,gpm@goldenprene.com.cn,
JIANGSU ASIAN SOURCING HEADWEAR MFG.CO.LTD,Equipment,"Nike, Umbro, Converse, Hurley",College,NO.2 GUANGZHOU ROAD,HUAI AN,JIANGSU,223005,China,Greater China,980,410,90,0,SALLY WU,86-517-83734838,86-517-83734820,xhup@asiansha.com,
L&H S.A,Apparel,Umbro,,AV. MILAZZO 3251,PARQUE INDUSTRIAL PLATANOS,BERAZATEGUI,1885,Argentina,Emerging Markets,24,10,52,20,,,,,
DIRECT SPORTS AND LEISURE (BD) LTD,Apparel,Umbro,,"6 NORTH GULSHAN C/A ( 2ND AND 3RD FLOOR ), PLAZA BUILDING",DHAKA,,,Bangladesh,Emerging Markets,600,300,60,0,,,,,
BEYAERT SIOEN,Equipment,Umbro,,"FLANDERS FIELD WEG 41, 8790, WAREGEM",WAREGEM,WAREGEM,8790,Belgium,Western Europe,32,26,4,30.8,,,,,
BONELESKA BONES AKA COSTA MIQUELIN E CIA LTDA,Apparel,Umbro,,"MARMORE ST, SITES 02 03 & 04  -",APUCARANA,APUCARANA,PR Zip code 86806-500,Brazil,Emerging Markets,55,35,64,0,,,,,
DASS NORDESTE CAL茿DOS E ARTIGOS ESPORTIVOS LTDA.,Footwear,Umbro,,"AVENDIA LUIZ VIANNA FILHO, S/N - CENTRO, ITABERABA, BAHIA",ITABERABA,BAHIA,46800000,Brazil,Emerging Markets,1434,1288,49,0,,,,,
VLADEMIR PAES DE SOUZA CONFECCOES EPP,Equipment,Umbro,,"AV. YADOIA, 202 - CENTRO - BOM JARDIM DOS PERD誆S",SAO PAULO,S肙 PAULO,,Brazil,Emerging Markets,9,7,88,0,,,,,
CONFECCIONES DE VESTUARIO SPIN LTDA.,Apparel,Umbro,,AVDA. ZANARTU 1287- NUNOA,SANTIAGO,SANTIAGO,,Chile,Emerging Markets,51,48,34,8.3,,,,,
BATH AND BODY COMPANY,Equipment,Umbro,,"PUMEI INDUSTRIAL ZONE, YUNXIAO COUNTY",ZHANGZHOU CITY,FUJIAN,363300,China,Greater China,52,33,50,0,,,,,
CHAOZHOU QITAI (GUIHU) OPTICAL MFG CO LTD,Equipment,Umbro,,KUIHU,GUANGDONG,CHAOZHOU,,China,Greater China,910,837,55,0,,,,,
CHINA TALENT (NINGBO) CLOTHING CO LTD.,Apparel,Umbro,,"PUGEN, NINGCHUAN ROAD,QIUAI,NINGBO,CHINA",NINGBO,ZHEJIANG,,China,Greater China,204,190,70,85.3,,,,,
EVERGREEN KNITTING CO LTD,Apparel,Umbro,,"6 LONGJIN RD, FENGHUA, NINGBO, CHINA",NINGBO,ZHEJIANG,315500,China,Greater China,510,420,70,0,,,,,
FENGZHU SHOES DEVELOPING COMPANY LIMITED,Footwear,Umbro,,"ANHAI WULI IND ZONE,JINJIANG FUJIAN CHINA",JINJIANG,FUJIAN,,China,Greater China,300,200,80,0,,,,,
FUJIAN ALA SPORTS GOODS,Footwear,Umbro,,LINAN INDUSTRIAL AREA,PUTIAN CITY,FUJIAN,351200,China,Greater China,543,65,66,0,,,,,
"FURONG LIGHT INDUSTRY CO., LTD (FLYING OUTDOOR)",Equipment,Umbro,,"FURONG BUILDING, XUESHANG INDUSTRIAL AREA, SHISHI, FUJIAN.",FUJIAN,FUJIAN,,China,Greater China,170,380,70,0,,,,,
HORNGJAAN GARMENT,Apparel,Umbro,,"NO.2 QIUKAN ROAD, SILIAN HENG GANG, SHENZHEN, CHINA.",SHENZHEN,GUANGDONG,518115,China,Greater China,210,207,45,0,,,,,
INTERPOWER ENTERPRISES LTD,Equipment,Umbro,,"FLOOR 3, BLACK 5, HENG DA BUSINESS CENTER, DONG XIANG LUO XI, DA SHI TOWN, PAN YU DISTRICT",GUANG ZHOU,GUANGDONG,,China,Greater China,126,40,82,0,,,,,
JIANGSU ORIENT RIVER KNITTING,Equipment,Umbro,,XIANGCHENG RD,YANCHENG,JIANGSU,224600,China,Greater China,511,22,90,0,,,,,
"JIANGXI HONGMAO DREES INDUSTRY & TRADE CO.,LTD.",Apparel,Umbro,,SOUTH ESTATE INDUSTRIAL ESTATE RUICHANG .,JIANGXI,RUICHANG,332200,China,Greater China,440,330,86,7.6,,,,,
JIANGXI LIAND GARMENT COMPANY,Apparel,Umbro,,YIGONG RD,YICHUN CITY,JIANGXI PROVINCE,366000,China,Greater China,99,85,67,0,,,,,
KUNSHAN TAIMEI GARMENTS M.F.G. LTD,Apparel,Umbro,,"34 LU FENG EAST ROAD, LUJIA,",KUNSHAN,JIANGSU,215331,China,Greater China,110,90,70,0,,,,,
LI LOK MAN BONG BAGS,Equipment,Umbro,,188 LOK CHEUNG TUNG ROAD,JIANGMEN,GUANGDONG,,China,Greater China,60,40,80,25,,,,,
LONGWAY  (YAYORK PLASTICAL PRODUCTS(SHEN ZHEN ) CO.LTD),Equipment,Umbro,,"7TH BUILDING,6TH INDUSTRIAL ESTATE, TIAN LIAO VILLAGE, GONG MING,BAO-AN",SHENZHEN,GUANGDONG,518132,China,Greater China,3200,2700,70,1,,,,,
NINGBO YONG NAN KNITTING CO LTD,Apparel,Umbro,,"EAST OF XIANGSHANGANG RD, JUEXI TOWN, XIANGSHAN COUNTY",NINGBO,ZHEJIANG,315708,China,Greater China,250,220,65,96.4,,,,,
QINGDAO HANQING MANUFACTURER,Apparel,Umbro,,"NO.3 JINYUAN 3RD ROAD, JINKOU TOWN, JIMO CITY",,SHANDONG,0,China,Greater China,600,538,97,0,,,,,
QUANZHOU  FENGZE YISHENG LEATHER CO,Equipment,Umbro,,"BUILDING 3, SOUTH, XUNMEI INDUSTRY DISTRICT.",QUANZHOU,FUJIAN,,China,Greater China,180,130,60,110.8,,,,,
"QUANZHOU REAL-TOP SPORTING GOODS CO.,LTD",Footwear,Umbro,,"SOUTH RING ROAD, JIANGNAN HIGH TECH. INDUSTRIAL DEVELOPMENT ZONE, QUANZHOU, FUJIAN, CHINA",QUANZHOU,FUJIAN,362001,China,Greater China,890,816,42,0,,,,,
SHANDONG XINGUANG KNITTING GARMENTS,Apparel,Umbro,,"LUOLIU ROAD, LUOZHUANG DISTRICT,",LIN YI,SHANDONG,276017,China,Greater China,220,200,90,0,,,,,
SHANGHAI TAIRI KNITWEAR GARMENT FACTORY,Apparel,Umbro,,"788 MING XING, JIN HUI TOWN, FENG XIAN DISTRICT, SHANGHAI 201405, CHINA",SHANGHAI,SHANGHAI,,China,Greater China,265,204,85,0,,,,,
"SHANGYU YINUO GARMENT CO.,LTD.",Apparel,Umbro,,"XIN JIAN ZHUANG,  DONGGUAN INDUSTRY PARK, 312352",SHANGYU,ZHEJIANG,312352,China,Greater China,121,100,70,0,,,,,
SMARTBALL INC.,Equipment,Umbro,,XINGZI COUNTY INDUSTRIAL ZONE,JIUJIANG CITY,JIANGXI PROVINCE,332800,China,Greater China,4300,4000,60,0,,,,,
SUNNY,Footwear,Umbro,,"NO. 20 TENGFEI FIRST ROAD, CHANGTING COUNTRY",LONGYAN,FUJIAN,366300,China,Greater China,1254,1052,65,0,,,,,
"SUZHOU KMAR GARMENT CO., LTD.",Apparel,Umbro,,"SUZHOU XIANGCHENG DISTRICT HUANGQIAO, HU WAN INDUSTRIAL PARK",SUZHOU,JIANGSU PROVINCE,215002,China,Greater China,160,140,70,0,,,,,
"SUZHOU LINGLIN COSMETICS CO., LTD",Equipment,Umbro,,"NO 8 FUAI ROAD, YUANHE FUMIN INDUSTRIAL PARK, XIANGCHENG DISTRICT",SUZHOU,JIANGSU,215133,China,Greater China,80,60,50,0,,,,,
WANG LEE (XIAMEN) INDUSTRIAL CO LTD.,Apparel,Umbro,,"NO 10144, ZHOU PU ROAD, XIAMEN , CHINA",XIAMEN,FUJIAN,,China,Greater China,89,55,60,0,,,,,
XIAMEN HANG MEI GARMENT FACTORY. CO . LTD.,Apparel,Umbro,,"6/F,,JIA YI IND.AREA , NO 598 JIA HE RD,, MA LONG,HU LI,XIAMEN,CHINA",XIAMEN,FUJIAN,361000,China,Greater China,66,45,69,0,,,,,
YANCHENG GROUPWIN GARMENT,Apparel,Umbro,,"NO 5 INDUSTRIAL RD, BINHAI DEVELOPMENT ZONE, JIANGSU, CHINA",YANCHENG,JIANGSU,224500,China,Greater China,230,170,95,15.9,,,,,
"YAZI GARMENT (NANTONG) CO. LTD (HANGZHOU YUEHUA GARMENTS CO,.LTD)",Apparel,Umbro,,"NO,568 SILK ROAD,HAIMEN",JIANGSU,JIANGSU,,China,Greater China,195,120,80,0,,,,,
ZHANGJIANGANG FUSHENG KNITTING CO LTD,Equipment,Umbro,,"EUROPEAN INDUSTRY PARK,  ZHANGJIAGANG CITY, JIANGSU, CHINA.",JIANGSU,JIANGSU,,China,Greater China,100,80,80,0,,,,,
"ZHEJIANG HENGFENG TOP LEISURE CO., LTD",Equipment,Umbro,,"860 BEIHU STREET, WUKANG TOWN, DEQING COUNTY, ZHEJIANG",,ZHEJIANG,0,China,Greater China,360,343,60,0,,,,,
ZHEJIANG HENGTAI KNITTING & TEXTILE CO.LTD,Apparel,Umbro,,"NO.8 HEHUAN ROAD,",ZHUJI,ZHEJIANG,Caota Town,China,Greater China,400,220,55,0,,,,,
ZHEJIANG HUASONG HOSIERY,Equipment,Umbro,,"123 XIN STREET, ANHUA",ZHUJI CITY,ZHEJIANG,311800,China,Greater China,135,100,61,0,,,,,
"ZHONGSHAN SILVER HORSE SPORTS GOODS CO.,LTD (SILK IMP & EXP)",Apparel,Umbro,,"SHA LAN ROAD, SAN JIAO TOWN, ZHOUGSHAN CITY, CHINA",ZHONGSHAN CITY,GUANGDONG,528445,China,Greater China,1403,1253,60,0,,,,,
"ZHUJI RUNSTAR TEXTILE CO.,LTD.",Equipment,Umbro,,"NO 16, RONGMA ROAD, THE DEVELOPMENT AREA OF CHENGXI",ZHUJI CITY,ZHEJIANG,311800,China,Greater China,80,58,62,0,,,,,
"EXMODICA, S.A. DE C.V.",Apparel,Umbro,,"CARRETERA A METAP罭, KM. 69, ZONA FRANCA SANTA ANA",SANTA ANA,SANTA ANA,ZONA 13,El Salvador,Emerging Markets,315,196,70,0,,,,,
LENOR INDUSTRIES S. A DE C.V.,Apparel,Umbro,,"CALLE L1 POL. C LOTE ?8 BLVRD BAYER CIUDAD MERLIOT,",DEPTO. DE LA LIBERTAD,,,El Salvador,Emerging Markets,195,5,90,20,,,,,
EUROBOTTLE/FLESTIC,Equipment,Umbro,,PIONIERSWEG 32,DRONTEN,FLEVOLAND,8251 KN,Holland,Western Europe,60,24,25,33.3,,,,,
HOCHMUTH GMBH & CO .KG,Apparel,Umbro,,"HANDTEX BT, KOSSUTH L.U.2, 7300",KOMLO,,0,Hungary,Central and Eastern Europe,35,5,82,0,,,,,
BNT INNOVATIONS PRIVATE LIMITED,Apparel,Umbro,,"SHED NO. 17, NETAJI APPAREL PARK, EETTIVEERAM PALAYAM - PO, NEW TIRUPUR",TIRUPUR,TAMILNADU,641666,India,Emerging Markets,180,148,39,0,,,,,
PKP TEX,Apparel,Umbro,,"8/223-B-2 AVP ROAD,NEAR KALAIVANI THEATRE,",TIRUPUR,TAMILNADU,641603,India,Emerging Markets,91,73,25,0,,,,,
ELITE EYEWEAR,Equipment,Umbro,,"1145-4 NOWON 3GA, BUK-GU",DAEGU,,,Korea,Emerging Markets,20,15,50,0,,,,,
JITSU APPAREL,Apparel,Umbro,,"NO 1 JALAN BUDI TIGA, TAMAN WAWASAN PERINDUSTRIAN, 83000",BATU PAHAT,,83000,Malaysia,Emerging Markets,15,13,86,0,,,,,
MINGSEN INDUSTRIES ( M ) SDN. BHD.,Equipment,Umbro,,"NO 25 JALAN PEREMAI 2, OFF JALAN HAJI SIRAT, 42100 KLANG, SELANGOR DARUL EHSAN, MALAYSIA.",SELANGOR DARUL EHSAN,,,Malaysia,Emerging Markets,15,12,87,0,,,,,
TEXTIL ONLY STAR S.A.C.,Apparel,Umbro,,AV.SANTA MARIA URBANIZACION LA AURORA ATE,LA AURORA ATE,LA AURORA ATE,LA AURORA ATE,Peru,Emerging Markets,483,436,53,0,,,,,
KASHKA N DRIGGS CORP,Apparel,Umbro,,"NO.4 SAMPAGUITA STREET, BGY. MAMBUGAN, LOURDES SUBD., ANTIPOLO CITY",ANTIPOLO,RIZAL,1870,Philippines,Emerging Markets,37,34,65,0,,,,,
FILE SP. Z O.O.,Equipment,Umbro,,GARBOW 190,GARBOW,,21080,Poland,Central and Eastern Europe,126,35,45,0,,,,,
PRODUKCJA ARTYKUL覹 SPORTOWYCH 処SKIERKA?ZOFIA ISKIERKA,Apparel,Umbro,,"UL. KLEPARZ 6A, 32-650, KETY, POLAND",KETY,,,Poland,Central and Eastern Europe,20,17,65,0,,,,,
"CAPAROSA INDUSTRIA DE MEIAS, LDA",Apparel,Umbro,,"(RUA DR. ANTONIO RODRIGUES) NO. 71 4775-458 NINE V.N,",FAMALICAO,FAMALICAO,4775-458,Portugal,Western Europe,32,29,80,0,,,,,
ESTRADA & COSTA LDA,Apparel,Umbro,,PARQUE INDUSTRIAL DE OLEIROS,OLEIROS,VILA VERDE,4730-325,Portugal,Western Europe,37,35,26,0,,,,,
MANUEL FERNANDO AZEVEDO SA,Apparel,Umbro,,"RUA DO MONTE 386, PALMEIRA",SANTO TIRSO,SANTO TIRSO,4780-332,Portugal,Western Europe,160,140,56,0,,,,,
MODESTER FAB CONF VESTUARIO LDA,Apparel,Umbro,,"TRAVESSA CIDADE DE GUIMARAES,425-4820-748 FAFE,PORTUGAL",CONFECCAO,,,Portugal,Western Europe,84,76,60,0,,,,,
"PEUGAS CARLOS MAIA, LDA.",Apparel,Umbro,,"FOJO, 4765 - 076 CARREIRA V. N. FAMALICAO, PORTUGAL.",FAMALICAO,,4765-076,Portugal,Western Europe,71,66,64,0,,,,,
"SADEMI - SANTIAGO DE MIGUEL,",Apparel,Umbro,,"C/ SAN ROQUE 11, APARTADO 49 PRADOLUENGO, 9260 BURGOS, SPAIN.",BURGOS,,,Spain,Western Europe,9,7,44,0,,,,,
A GRACE INTERNATIONAL CO LTD (SIN FA INDUSTRIAL CO LTD),Equipment,Umbro,,"NO 40, LANE 771 SEC, 2 CHUANG ROAD, HO MEI CHEN, CHUANG HUA HSIEN, TAIPEI ROC 508. TAIWAN, ROC",TAIPEI,,,Taiwan,Greater China,7,6,43,0,,,,,
ERA FASHION ACCESSORY CO L,Apparel,Umbro,,"NO 60-9 SILIAO,SILIAO VILLAGE",TAINAN COUNTY,"TAINAN COUNTY,735",735,Taiwan,Greater China,12,12,75,0,,,,,
